CustomerID;Title;FirstName;MiddleName;LastName;Suffix;AddressLine1;AddressLine2;City;StateProvinceName;CountryRegionName;PostalCode;PhoneNumber;BirthDate;Education;Occupation;Gender;MaritalStatus;HomeOwnerFlag;NumberCarsOwned;NumberChildrenAtHome;TotalChildren;YearlyIncome;LastUpdated;BikeBuyer;AvgMonthSpend;BikeBuyerText;Today;Age;age groups
27506;NULL;Carla;NULL;Srini;NULL;4399 Shuey Ave;NULL;Burlingame;California;United States;94010;124-555-0170;34863;High School;Skilled Manual;F;M;0;1;0;0;58269;6/03/2017;0;48.73;NO;14/09/2024;29;24 -29
12780;NULL;Jeremy;P;Richardson;NULL;7948 Walnut Blvd;NULL;Olympia;Washington;United States;98501;817-555-0123;27841;Partial College;Skilled Manual;M;M;1;1;0;2;51827;6/03/2017;0;51.2;NO;14/09/2024;49;40-59
18504;NULL;Angel;NULL;Adams;NULL;9556 Lyman Rd.;NULL;Burlingame;California;United States;94010;467-555-0126;28162;Partial High School;Manual;M;M;1;1;2;2;35574;6/03/2017;0;52.12;NO;14/09/2024;48;40-59
12841;NULL;Yolanda;NULL;Xie;NULL;74, rue de Terre Neuve;NULL;Les Ulis;Essonne;France;91940;1 (11) 500 555-0135;31283;Partial College;Clerical;F;S;0;1;0;0;80995;6/03/2017;0;51.31;NO;14/09/2024;39;30-39
18380;NULL;Kaitlyn;G;Kelly;NULL;7710 Pine St;NULL;Milwaukie;Oregon;United States;97222;127-555-0157;27938;Partial College;Skilled Manual;F;M;1;2;1;2;57976;6/03/2017;1;49.27;YES;14/09/2024;48;40-59
14201;NULL;Marie;C;Serrano;NULL;2181, rue Malar;NULL;Paris;Seine (Paris);France;75013;1 (11) 500 555-0144;24938;High School;Clerical;F;M;1;1;2;2;76590;6/03/2017;1;53.78;YES;14/09/2024;56;40-59
13400;NULL;Julia;B;Thomas;NULL;9424 Athens Circle;NULL;Grossmont;California;United States;91941;142-555-0167;26157;Partial College;Manual;F;M;1;1;1;2;28360;6/03/2017;0;46.86;NO;14/09/2024;53;40-59
26081;NULL;Edward;C;Green;NULL;6412 Clifford Court;NULL;Seattle;Washington;United States;98104;629-555-0147;30186;Partial College;Manual;M;S;0;1;0;0;28910;6/03/2017;0;54.24;NO;14/09/2024;42;40-59
15418;NULL;Angel;E;Kelly;NULL;4791 Wightman Lane;NULL;Port Hammond;British Columbia;Canada;V6B 3P7;128-555-0140;32421;Bachelors;Professional;M;S;1;3;0;0;138805;6/03/2017;0;53.7;NO;14/09/2024;36;30-39
17561;NULL;Samantha;NULL;White;NULL;7427 Fern Leaf Lane;NULL;Bellflower;California;United States;90706;244-555-0113;33776;Graduate Degree;Clerical;F;M;1;2;2;2;87348;6/03/2017;1;49.84;YES;14/09/2024;32;30-39
21179;NULL;Jaclyn;C;Zhou;NULL;879 St. Andrews Way;NULL;Brisbane;Queensland;Australia;4000;1 (11) 500 555-0150;31605;Bachelors;Skilled Manual;F;M;1;1;1;1;54443;6/03/2017;1;52.44;YES;14/09/2024;38;30-39
27107;NULL;Alexa;D;Stewart;NULL;9534 Hartnell Court;NULL;Los Angeles;California;United States;90012;776-555-0128;33107;Graduate Degree;Manual;F;M;0;1;1;1;31075;6/03/2017;1;48.83;YES;14/09/2024;34;30-39
14601;NULL;Nicolas;A;Rai;NULL;7554 Grammercy Lane;NULL;Concord;California;United States;94519;691-555-0141;32791;Graduate Degree;Manual;M;M;0;1;0;2;28274;6/03/2017;0;45.71;NO;14/09/2024;35;30-39
18954;NULL;Dalton;R;Young;NULL;1685 Greenbelt Way;NULL;Fremont;California;United States;94536;981-555-0138;31193;Bachelors;Management;M;S;1;2;0;0;106003;6/03/2017;1;59.24;YES;14/09/2024;39;30-39
19151;NULL;Ian;NULL;Cooper;NULL;3723 Coachman Pl.;NULL;Port Orchard;Washington;United States;98366;258-555-0133;30911;Bachelors;Management;M;S;1;0;0;0;109496;6/03/2017;1;54.8;YES;14/09/2024;40;40-59
24087;NULL;Hannah;C;Wilson;NULL;Wallstr 254;NULL;Paderborn;Nordrhein-Westfalen;Germany;33098;1 (11) 500 555-0145;30935;Partial College;Management;F;S;1;3;0;0;102606;6/03/2017;1;54.53;YES;14/09/2024;40;40-59
24687;NULL;Joan;A;Ross;NULL;6916 Merry Circle;NULL;Everett;Washington;United States;98201;686-555-0131;26529;Partial High School;Manual;F;S;1;0;0;0;33324;6/03/2017;0;49.87;NO;14/09/2024;52;40-59
19035;NULL;Stanley;C;Schmidt;NULL;Postfach 2 66 66;NULL;Solingen;Nordrhein-Westfalen;Germany;42651;1 (11) 500 555-0121;28027;High School;Manual;M;M;1;1;0;1;32708;6/03/2017;0;49.91;NO;14/09/2024;48;40-59
14963;NULL;Sydney;C;Perry;NULL;7307 Corte Segundo;NULL;Billericay;England;United Kingdom;CM11;1 (11) 500 555-0169;31129;Bachelors;Professional;F;M;1;2;0;0;129036;6/03/2017;0;52.72;NO;14/09/2024;40;30-39
22540;NULL;Latasha;L;Ramos;NULL;370 Treat Blvd;NULL;Billericay;England;United Kingdom;CM11;1 (11) 500 555-0186;34203;Partial High School;Skilled Manual;F;S;0;1;0;0;52224;6/03/2017;0;47.86;NO;14/09/2024;31;30-39
27561;NULL;Kimberly;L;Brooks;NULL;1526 Green Road;NULL;West Covina;California;United States;91791;562-555-0198;28906;Bachelors;Skilled Manual;F;S;0;0;0;0;57941;6/03/2017;0;52.65;NO;14/09/2024;46;40-59
19246;NULL;Carlos;E;Campbell;NULL;7022 Muth Dr.;NULL;Issaquah;Washington;United States;98027;563-555-0146;33459;Graduate Degree;Management;M;M;1;2;0;0;109936;6/03/2017;1;51.16;YES;14/09/2024;33;30-39
15687;NULL;Jay;NULL;Suri;NULL;33, all?©e des Princes;NULL;Les Ulis;Essonne;France;91940;1 (11) 500 555-0124;23911;High School;Manual;M;M;1;1;0;2;28722;6/03/2017;0;46.24;NO;14/09/2024;59;40-59
19363;NULL;Regina;NULL;Raman;NULL;402, boulevard Tremblay;NULL;Croix;Nord;France;59170;1 (11) 500 555-0141;30106;Partial College;Management;F;S;1;2;0;0;109637;6/03/2017;1;53.02;YES;14/09/2024;42;40-59
26625;NULL;Lauren;M;Barnes;NULL;7297 Rosalinda;NULL;Woodburn;Oregon;United States;97071;457-555-0148;32130;Graduate Degree;Professional;F;S;1;1;0;0;134730;6/03/2017;0;52.95;NO;14/09/2024;37;30-39
21195;NULL;Rafael;N;Xu;NULL;1754 Polk Street;NULL;Seaford;Victoria;Australia;3198;1 (11) 500 555-0131;29966;Bachelors;Management;M;M;1;2;1;2;110609;6/03/2017;1;61.28;YES;14/09/2024;43;40-59
23338;NULL;Lucas;C;Jenkins;NULL;2423 Brookview Dr.;NULL;Imperial Beach;California;United States;91932;708-555-0164;34316;Partial College;Skilled Manual;M;M;0;1;0;0;58788;6/03/2017;0;47.96;NO;14/09/2024;31;30-39
23294;NULL;Suzanne;R;Chen;NULL;8212 String Dr;NULL;Bellingham;Washington;United States;98225;570-555-0140;28962;Graduate Degree;Skilled Manual;F;M;1;1;1;2;56716;6/03/2017;1;47.8;YES;14/09/2024;45;40-59
29316;NULL;Max;C;Romero;NULL;19, rue Surcouf;NULL;Matraville;New South Wales;Australia;2036;1 (11) 500 555-0168;28816;Bachelors;Clerical;M;S;1;3;0;0;84153;6/03/2017;1;54.62;YES;14/09/2024;46;40-59
19387;NULL;Ruth;NULL;Rana;NULL;Charlottenstr 123;NULL;Kiel;Saarland;Germany;24044;1 (11) 500 555-0118;34418;Partial College;Management;F;M;1;1;0;0;105811;6/03/2017;0;51.69;NO;14/09/2024;30;30-39
16158;NULL;Kathleen;J;Gomez;NULL;4769 Detroit Avenue;NULL;Perth;South Australia;Australia;6006;1 (11) 500 555-0157;32710;Graduate Degree;Professional;F;M;1;1;0;2;129106;6/03/2017;0;52.37;NO;14/09/2024;35;30-39
19632;NULL;Lawrence;NULL;Vazquez;NULL;3409 Meadowbrook Court;NULL;Newcastle;New South Wales;Australia;2300;1 (11) 500 555-0169;25499;High School;Manual;M;S;1;1;0;0;32791;6/03/2017;0;51.5;NO;14/09/2024;55;40-59
13424;NULL;Jasmine;M;Thomas;NULL;3484 Springer Court;NULL;Corvallis;Oregon;United States;97330;337-555-0179;30945;Partial College;Manual;F;M;0;0;1;2;30173;6/03/2017;1;50.27;YES;14/09/2024;40;40-59
15903;NULL;Abigail;NULL;Barnes;NULL;2275 Valley Blvd.;NULL;Berkeley;California;United States;94704;431-555-0118;25758;Partial College;Clerical;F;M;1;0;0;1;81121;6/03/2017;1;50.2;YES;14/09/2024;54;40-59
16492;NULL;Theodore;M;Sanz;NULL;4682 Birch Bark Rd.;NULL;Wollongong;New South Wales;Australia;2500;1 (11) 500 555-0186;26382;Partial College;Clerical;M;M;1;2;1;2;87700;6/03/2017;1;56.92;YES;14/09/2024;53;40-59
11690;NULL;Caroline;NULL;Butler;NULL;5629 Seagull Court;NULL;Port Orchard;Washington;United States;98366;101-555-0110;31060;Graduate Degree;Skilled Manual;F;M;1;2;0;2;57718;6/03/2017;1;48.78;YES;14/09/2024;40;40-59
27536;NULL;Victoria;R;Wilson;NULL;794 Singingwood Court;NULL;Victoria;British Columbia;Canada;V8V;291-555-0145;30830;Bachelors;Skilled Manual;F;M;1;2;1;1;54518;6/03/2017;1;50.48;YES;14/09/2024;40;40-59
19931;NULL;Darryl;NULL;Xu;NULL;Kr??nerweg 6666;NULL;Salzgitter;Hessen;Germany;38231;1 (11) 500 555-0190;26990;Bachelors;Skilled Manual;M;M;1;0;0;2;55241;6/03/2017;0;50.95;NO;14/09/2024;51;40-59
26169;NULL;Alexandra;B;White;NULL;287 D Bel Air Dr.;NULL;San Carlos;California;United States;94070;943-555-0147;35126;High School;Clerical;F;M;0;3;0;0;76451;6/03/2017;1;50.3;YES;14/09/2024;29;24 -29
25696;NULL;Damien;L;Luo;NULL;116, boulevard d¬¥Albi;NULL;Metz;Moselle;France;57000;1 (11) 500 555-0115;28359;Partial College;Skilled Manual;M;M;1;2;1;2;61204;6/03/2017;1;55.31;YES;14/09/2024;47;40-59
13731;NULL;Jan;R;James;NULL;7168 Belmont;NULL;Coronado;California;United States;92118;606-555-0142;27502;Graduate Degree;Manual;F;S;0;0;0;0;32710;6/03/2017;0;45.87;NO;14/09/2024;49;40-59
26095;NULL;Trinity;NULL;Kelly;NULL;290 Reed Way;NULL;Shawnee;British Columbia;Canada;V9B 2C3;816-555-0169;27590;High School;Clerical;F;M;1;2;1;2;82500;6/03/2017;1;53.48;YES;14/09/2024;49;40-59
26416;NULL;Amy;C;Zhao;NULL;7874 Santa Barbara Rd.;NULL;London;England;United Kingdom;E17 6JF;1 (11) 500 555-0154;25060;High School;Clerical;F;M;1;0;1;2;85802;6/03/2017;1;52.45;YES;14/09/2024;56;40-59
28598;NULL;Wyatt;A;Russell;NULL;9189 Shannon Ln.;NULL;San Diego;California;United States;92102;503-555-0136;27558;High School;Skilled Manual;M;M;1;2;0;2;56113;7/03/2017;1;51.07;YES;14/09/2024;49;40-59
19955;NULL;Jake;A;Gao;NULL;7348 Quail Court;NULL;Geelong;Victoria;Australia;3220;1 (11) 500 555-0179;34101;Bachelors;Management;M;S;0;3;0;0;108471;6/03/2017;1;51.78;YES;14/09/2024;31;30-39
13407;NULL;Cassandra;NULL;Rana;NULL;9055 Calafia Ave;NULL;London;England;United Kingdom;W10 6BL;1 (11) 500 555-0175;28405;High School;Manual;F;S;0;0;0;0;32830;6/03/2017;0;46.96;NO;14/09/2024;47;40-59
20006;NULL;Grace;A;Morris;NULL;8122 Cincerto Circle;NULL;Woodburn;Oregon;United States;97071;756-555-0138;31966;Bachelors;Professional;F;S;1;2;0;0;132365;6/03/2017;1;55.69;YES;14/09/2024;37;30-39
14613;NULL;Glenn;NULL;Huang;NULL;1465 Dover Drive;NULL;Bremerton;Washington;United States;98312;739-555-0114;30537;Bachelors;Professional;M;M;1;1;2;2;138560;6/03/2017;1;58.49;YES;14/09/2024;41;40-59
25148;NULL;Ryan;NULL;Simmons;NULL;2680 Claudia Drive;NULL;Chula Vista;California;United States;91910;964-555-0196;28404;High School;Clerical;M;M;1;2;0;2;84914;6/03/2017;0;56.41;NO;14/09/2024;47;40-59
19208;NULL;Angelica;NULL;Diaz;NULL;9399 Ferndale Lane;NULL;Sedro Woolley;Washington;United States;98284;133-555-0128;27123;High School;Skilled Manual;F;M;1;2;1;2;51201;6/03/2017;1;47.68;YES;14/09/2024;50;40-59
27201;NULL;Jose;NULL;Taylor;NULL;7459 D Apling Court;NULL;Marysville;Washington;United States;98270;820-555-0130;31753;Graduate Degree;Professional;M;M;1;1;1;2;132213;6/03/2017;1;58.36;YES;14/09/2024;38;30-39
19976;NULL;Tamara;L;Sun;NULL;8333 Polk Street;NULL;East Brisbane;Queensland;Australia;4169;1 (11) 500 555-0148;32970;High School;Skilled Manual;F;M;0;1;0;2;57403;6/03/2017;0;48.07;NO;14/09/2024;34;30-39
18036;NULL;Bruce;NULL;Sanchez;NULL;Am Grossen Dern 4321;NULL;Duesseldorf;Hessen;Germany;40605;1 (11) 500 555-0123;34356;Partial High School;Skilled Manual;M;S;0;0;0;0;61398;6/03/2017;0;50.89;NO;14/09/2024;31;30-39
25802;NULL;Clayton;NULL;He;NULL;Karl Liebknecht str 299;NULL;Hof;Bayern;Germany;95010;1 (11) 500 555-0117;25521;Partial College;Skilled Manual;M;S;1;2;0;0;61521;6/03/2017;1;48.88;YES;14/09/2024;55;40-59
28748;NULL;Kelly;M;Washington;NULL;6433 E. 70th Street;NULL;Cheltenham;England;United Kingdom;GL50;1 (11) 500 555-0140;33516;Partial High School;Skilled Manual;F;S;0;1;0;0;54743;6/03/2017;0;52.43;NO;14/09/2024;33;30-39
18136;NULL;Carl;R;Xie;NULL;9233 Del Rey St.;NULL;London;England;United Kingdom;W1N 9FA;1 (11) 500 555-0116;28009;Partial College;Skilled Manual;M;M;1;1;0;2;52379;6/03/2017;0;52.08;NO;14/09/2024;48;40-59
12086;NULL;Emily;R;Clark;NULL;5368 Pierce Ct.;NULL;Royal Oak;British Columbia;Canada;V8X;165-555-0198;24697;Bachelors;Clerical;F;S;1;1;0;1;80354;6/03/2017;0;50.94;NO;14/09/2024;57;40-59
14335;NULL;Allison;L;Cox;NULL;5896 Northpoint Ct;NULL;Walla Walla;Washington;United States;99362;774-555-0160;36051;High School;Manual;F;M;0;1;0;0;36018;6/03/2017;0;46.66;NO;14/09/2024;26;24 -29
25359;NULL;Alex;D;Young;NULL;2748 Adelaide St.;NULL;Long Beach;California;United States;90802;376-555-0141;28272;High School;Skilled Manual;M;S;1;1;0;0;54986;6/03/2017;0;49.72;NO;14/09/2024;47;40-59
20013;NULL;Jocelyn;S;Hughes;NULL;5593 Falcon Place;NULL;Corvallis;Oregon;United States;97330;631-555-0137;32570;Graduate Degree;Skilled Manual;F;S;0;1;0;0;61938;6/03/2017;0;49.68;NO;14/09/2024;36;30-39
27753;NULL;Steven;NULL;Morgan;NULL;7623 Cloudview Dr.;NULL;W. Linn;Oregon;United States;97068;245-555-0124;35026;High School;Clerical;M;M;0;3;0;0;87727;6/03/2017;1;49.69;YES;14/09/2024;29;24 -29
19756;NULL;Nicolas;J;Yuan;NULL;3168 Limewood Pl.;NULL;Chula Vista;California;United States;91910;891-555-0117;35645;Partial College;Skilled Manual;M;S;0;1;0;0;54489;6/03/2017;0;51.08;NO;14/09/2024;27;24 -29
22306;NULL;Ivan;T;Kapoor;NULL;17, avenue de l¬¥Europe;NULL;Paris;Seine (Paris);France;75007;1 (11) 500 555-0134;34070;High School;Skilled Manual;M;S;0;2;0;0;59413;6/03/2017;1;48.71;YES;14/09/2024;31;30-39
18813;NULL;Kristy;G;Hernandez;NULL;8732 Carob Way;NULL;Ballard;Washington;United States;98107;226-555-0181;30445;Partial College;Skilled Manual;F;S;0;2;0;0;54754;6/03/2017;0;50.79;NO;14/09/2024;41;40-59
24929;NULL;Lucas;J;Bailey;NULL;2021 Ladera Court;NULL;Puyallup;Washington;United States;98371;485-555-0187;25091;High School;Clerical;M;S;1;3;0;0;81564;6/03/2017;1;56.45;YES;14/09/2024;56;40-59
15091;NULL;Jermaine;C;Madan;NULL;Kampstr 989;NULL;Essen;Hamburg;Germany;45001;1 (11) 500 555-0195;32222;Partial College;Management;M;M;1;3;1;2;105456;6/03/2017;1;53.58;YES;14/09/2024;37;30-39
23426;NULL;Mathew;NULL;Ferrier;NULL;4328 Liscome Way;NULL;North Sydney;New South Wales;Australia;2055;1 (11) 500 555-0131;31644;Graduate Degree;Clerical;M;S;0;3;0;0;77926;6/03/2017;1;50.96;YES;14/09/2024;38;30-39
14938;NULL;Mallory;NULL;Sanz;NULL;715 Pheasant Circle;NULL;London;England;United Kingdom;EC1R 0DU;1 (11) 500 555-0116;31579;High School;Manual;F;S;0;0;0;0;28910;6/03/2017;0;45.47;NO;14/09/2024;38;30-39
16311;NULL;Carl;M;Beck;NULL;5925 Rain Drop Circle;NULL;London;England;United Kingdom;SW6 SBY;1 (11) 500 555-0116;30234;Bachelors;Management;M;M;1;0;2;2;109678;6/03/2017;1;58.31;YES;14/09/2024;42;40-59
12641;NULL;Willie;C;Raje;NULL;5, rue de Courtaboeuf;NULL;Paris;Seine (Paris);France;75017;1 (11) 500 555-0172;27093;High School;Clerical;M;M;1;0;1;2;78162;6/03/2017;1;51.38;YES;14/09/2024;51;40-59
18006;NULL;Franklin;E;Chander;NULL;Zollhof 726;NULL;Paderborn;Hamburg;Germany;33041;1 (11) 500 555-0129;19998;Graduate Degree;Professional;M;M;1;3;1;2;136933;6/03/2017;1;52.08;YES;14/09/2024;70;60+
19361;NULL;Stacey;S;Sun;NULL;1468 Dover Drive;NULL;Leeds;England;United Kingdom;LE18;1 (11) 500 555-0117;30584;Bachelors;Professional;F;M;1;3;0;2;135315;6/03/2017;1;52.55;YES;14/09/2024;41;40-59
29313;NULL;J?©sus;NULL;Sanz;NULL;4459 Kingswood Circle;NULL;Cloverdale;South Australia;Australia;6105;1 (11) 500 555-0111;29867;Partial College;Clerical;M;M;1;1;1;2;81600;6/03/2017;1;53.01;YES;14/09/2024;43;40-59
19227;NULL;Logan;F;Nelson;NULL;1355 Palm Avenue;NULL;Beaverton;Oregon;United States;97005;326-555-0152;28722;Partial College;Skilled Manual;M;M;1;0;1;2;56770;6/03/2017;1;56.42;YES;14/09/2024;46;40-59
14750;NULL;Mary;S;Green;NULL;2747 Cranbrook Way;NULL;Novato;California;United States;94947;145-555-0147;28069;Partial College;Skilled Manual;F;M;1;1;0;1;50952;6/03/2017;0;48.13;NO;14/09/2024;48;40-59
28005;NULL;Amber;L;Young;NULL;1652 Buskirk Ave;NULL;Berkeley;California;United States;94704;637-555-0123;22150;Graduate Degree;Skilled Manual;F;M;1;2;1;2;50930;6/03/2017;1;51.03;YES;14/09/2024;64;60+
25723;NULL;Kate;L;Nara;NULL;11, rue Descartes;NULL;Saint-Denis;Seine Saint Denis;France;93400;1 (11) 500 555-0159;29903;Graduate Degree;Clerical;F;S;1;2;0;0;80515;6/03/2017;1;54.26;YES;14/09/2024;43;40-59
16297;NULL;Deanna;S;Garcia;NULL;Zollstr 68;NULL;Frankfurt;Hessen;Germany;60323;1 (11) 500 555-0190;30571;Bachelors;Professional;F;M;1;2;0;2;132129;6/03/2017;1;51.8;YES;14/09/2024;41;40-59
12529;NULL;Isaiah;A;Allen;NULL;3476 Sunset Meadows;NULL;Berkeley;California;United States;94704;457-555-0183;29139;Graduate Degree;Management;M;M;1;0;2;2;106329;6/03/2017;1;53.05;YES;14/09/2024;45;40-59
16345;NULL;Francis;NULL;Ramos;NULL;1725 La Salle Ave.;NULL;Wollongong;New South Wales;Australia;2500;1 (11) 500 555-0169;26961;Partial College;Management;M;M;1;2;1;2;103709;6/03/2017;1;57.46;YES;14/09/2024;51;40-59
20769;NULL;Michelle;S;Sanders;NULL;6860 Megan Dr;NULL;Lynnwood;Washington;United States;98036;671-555-0192;28583;Partial College;Clerical;F;M;1;1;1;1;83903;6/03/2017;1;51.93;YES;14/09/2024;46;40-59
26935;NULL;Gabriel;NULL;Butler;NULL;861 Napa Ct.;NULL;Paris;Seine (Paris);France;75007;1 (11) 500 555-0122;28920;High School;Clerical;M;S;1;1;0;0;82028;6/03/2017;0;54.74;NO;14/09/2024;46;40-59
19648;NULL;Lauren;A;Hall;NULL;7989 Pinehurst Court;NULL;Royal Oak;British Columbia;Canada;V8X;503-555-0165;36437;Partial High School;Skilled Manual;F;S;0;1;0;0;58704;6/03/2017;0;48.78;NO;14/09/2024;25;24 -29
28118;NULL;Briana;T;Jim?©nez;NULL;4651 Brownstone Rd;NULL;Brisbane;Queensland;Australia;4000;1 (11) 500 555-0132;27586;Partial College;Clerical;F;M;1;1;0;2;85299;6/03/2017;1;50.72;YES;14/09/2024;49;40-59
28636;NULL;Victoria;NULL;Bryant;NULL;4822 Center Street;NULL;Fremont;California;United States;94536;230-555-0189;34054;Graduate Degree;Professional;F;M;1;2;0;0;129338;6/03/2017;0;51.52;NO;14/09/2024;31;30-39
27126;NULL;Derek;I;Sharma;NULL;11, rue de l'Espace De Schengen;NULL;Saint Ouen;Somme;France;80610;1 (11) 500 555-0128;32792;Graduate Degree;Professional;M;S;1;2;0;0;136576;6/03/2017;0;55.07;NO;14/09/2024;35;30-39
14572;NULL;Melanie;NULL;Foster;NULL;7933 Ashwood Dr;NULL;Lincoln Acres;California;United States;91950;266-555-0115;33344;Graduate Degree;Professional;F;M;1;2;0;0;136119;6/03/2017;0;52.33;NO;14/09/2024;33;30-39
12762;NULL;Jonathan;L;Smith;NULL;1064 Diver Way;NULL;Spring Valley;California;United States;91977;480-555-0187;27018;Bachelors;Clerical;M;M;1;3;1;1;87291;6/03/2017;1;56.84;YES;14/09/2024;51;40-59
11070;NULL;Willie;T;Raji;NULL;6260 Vernal Drive;NULL;Sunbury;Victoria;Australia;3429;1 (11) 500 555-0151;27489;High School;Manual;M;M;1;1;0;2;35987;6/03/2017;1;48.56;YES;14/09/2024;49;40-59
20403;NULL;Mitchell;C;Lal;NULL;1967 Glen Court;NULL;Rockhampton;Queensland;Australia;4700;1 (11) 500 555-0140;24148;High School;Manual;M;M;1;1;2;2;27489;6/03/2017;0;48.85;NO;14/09/2024;59;40-59
11530;NULL;Andrew;C;Martinez;NULL;3183 Trasher Road;NULL;N. Vancouver;British Columbia;Canada;V7L 4J4;226-555-0113;28332;Partial College;Management;M;M;1;4;0;2;107526;6/03/2017;0;58.56;NO;14/09/2024;47;40-59
22240;NULL;Miguel;NULL;Powell;NULL;7269 Mesa Vista Dr.;NULL;Marysville;Washington;United States;98270;512-555-0144;33137;Bachelors;Clerical;M;M;1;2;1;2;83391;6/03/2017;1;51.23;YES;14/09/2024;34;30-39
24279;NULL;Angel;NULL;Nelson;NULL;6343 St. Paul Way;NULL;Rockhampton;Queensland;Australia;4700;1 (11) 500 555-0132;26984;Partial College;Management;M;S;1;3;0;0;109705;6/03/2017;1;58.55;YES;14/09/2024;51;40-59
12104;NULL;Mariah;J;Ross;NULL;1698 10th Avenue;NULL;Palo Alto;California;United States;94303;129-555-0115;25214;Partial College;Clerical;F;M;1;2;1;2;82930;6/03/2017;1;51.57;YES;14/09/2024;56;40-59
14640;NULL;Mackenzie;A;Adams;NULL;9639 Ida Drive;NULL;Langford;British Columbia;Canada;V9;235-555-0126;32024;Partial College;Skilled Manual;F;S;0;1;0;0;52120;6/03/2017;0;48.37;NO;14/09/2024;37;30-39
11297;NULL;Noah;NULL;Coleman;NULL;5562 Galindo Street;NULL;Burbank;California;United States;91502;847-555-0167;20122;Graduate Degree;Management;M;S;1;1;0;1;106973;6/03/2017;0;51.66;NO;14/09/2024;70;60+
24522;NULL;Alex;NULL;Perez;NULL;194 Barberry Court;NULL;Santa Monica;California;United States;90401;698-555-0174;32395;Bachelors;Clerical;M;M;1;1;1;2;80949;6/03/2017;1;49.68;YES;14/09/2024;36;30-39
13721;NULL;Lucas;A;Howard;NULL;4750 Bay View Dr.;NULL;Olympia;Washington;United States;98501;102-555-0126;27131;Partial High School;Manual;M;S;0;0;0;0;29386;6/03/2017;0;48.81;NO;14/09/2024;50;40-59
16526;NULL;Arthur;L;Perez;NULL;5972 Donegal Court;NULL;Sunbury;Victoria;Australia;3429;1 (11) 500 555-0111;36093;Bachelors;Professional;M;S;0;0;0;0;138245;6/03/2017;1;54.39;YES;14/09/2024;26;24 -29
27685;NULL;Alfredo;NULL;Torres;NULL;5782 Ringing Court;NULL;Melbourne;Victoria;Australia;3000;1 (11) 500 555-0189;30637;Bachelors;Management;M;M;1;2;2;2;109116;6/03/2017;1;60.47;YES;14/09/2024;41;40-59
12519;NULL;Casey;NULL;Gutierrez;NULL;2035 Emmons Canyon Lane;NULL;Peterborough;England;United Kingdom;PB12;1 (11) 500 555-0115;35781;Partial College;Clerical;M;S;0;0;0;0;84001;6/03/2017;1;53.66;YES;14/09/2024;27;24 -29
27905;NULL;Mario;M;Black;NULL;8349 Roxbury Drive;NULL;Warrington;England;United Kingdom;WA1;1 (11) 500 555-0162;33128;High School;Skilled Manual;M;S;0;0;0;0;57164;6/03/2017;0;52.97;NO;14/09/2024;34;30-39
12836;NULL;Rodney;NULL;Munoz;NULL;6883 Freda Drive;NULL;Cheltenham;England;United Kingdom;GL50;1 (11) 500 555-0114;30378;High School;Skilled Manual;M;S;0;1;0;0;52345;6/03/2017;0;51.55;NO;14/09/2024;42;40-59
19630;NULL;Jodi;E;Raje;NULL;6004 Peabody Road;NULL;Hervey Bay;Queensland;Australia;4655;1 (11) 500 555-0166;28016;Partial College;Manual;F;M;1;1;1;2;29177;6/03/2017;0;47.77;NO;14/09/2024;48;40-59
29359;NULL;Harold;C;Fernandez;NULL;1105 N. 48th St;NULL;London;England;United Kingdom;E17 6JF;1 (11) 500 555-0125;32467;Graduate Degree;Clerical;M;M;1;0;1;1;83583;6/03/2017;1;54.27;YES;14/09/2024;36;30-39
25123;NULL;Sharon;L;Simpson;NULL;3729 Via Del Verdes;NULL;Coffs Harbour;New South Wales;Australia;2450;1 (11) 500 555-0113;31840;Graduate Degree;Clerical;F;M;1;0;1;2;76637;6/03/2017;1;53.48;YES;14/09/2024;38;30-39
29213;NULL;Jodi;NULL;Luo;NULL;1663 Park Glen Court;NULL;Cliffside;British Columbia;Canada;V8Y 1L1;958-555-0116;30961;Bachelors;Skilled Manual;F;S;0;1;0;0;54247;6/03/2017;0;49.88;NO;14/09/2024;40;40-59
17974;NULL;Kate;NULL;Raje;NULL;16 Woodside Court;NULL;Berkshire;England;United Kingdom;RG11 5TP;1 (11) 500 555-0182;32329;Bachelors;Management;F;M;1;1;1;2;101823;6/03/2017;1;54.45;YES;14/09/2024;36;30-39
23210;NULL;Timothy;K;Gray;NULL;861 Meadowvale Court;NULL;Concord;California;United States;94519;540-555-0165;30643;Bachelors;Clerical;M;M;1;3;0;1;77108;6/03/2017;1;51.88;YES;14/09/2024;41;40-59
11585;NULL;Kari;L;Perez;NULL;6124 Clayton Road;NULL;Billericay;England;United Kingdom;CM11;1 (11) 500 555-0192;31114;Bachelors;Skilled Manual;F;M;1;1;1;1;60833;6/03/2017;1;48.71;YES;14/09/2024;40;40-59
11424;NULL;Pamela;S;Garcia;NULL;Postfach 11 09 99;NULL;Berlin;Saarland;Germany;12311;1 (11) 500 555-0182;27005;Partial College;Management;F;M;1;1;0;2;105011;6/03/2017;0;51.73;NO;14/09/2024;51;40-59
12939;NULL;Eduardo;M;Parker;NULL;9068 Bohon Circle;NULL;Shawnee;British Columbia;Canada;V9B 2C3;131-555-0192;31139;Bachelors;Management;M;S;1;3;0;0;106823;6/03/2017;1;54.64;YES;14/09/2024;39;30-39
